source_a_line_id,source_a_transaction_id,source_b_line_id,source_b_transaction_id,match_method,confidence_score,identity_status,quantity_status,price_status,amount_status,reconciliation_status,review_required,quantity_difference,price_difference,amount_difference,source_a_product_id,source_b_product_id,source_a_product_name,source_b_product_name,source_a_amount,source_b_amount,source_a_quantity,source_b_quantity,source_a_unit_price,source_b_unit_price,signed_exposure,absolute_exposure,quantity_exposure,price_exposure,amount_exposure,unresolved_exposure,review_exposure
TXN-A-000059-L117,TXN-A-000059,TXN-B-000059-L118,TXN-B-000059,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0072,PRD-0072,NEXUS Mouse Pad 100 G,NEXUS Mouse Pad 100 G,285.43,285.43,6.49,6.49,43.98,43.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000060-L119,TXN-A-000060,TXN-B-000060-L120,TXN-B-000060,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0149,PRD-0149,AURORA Wrench Set 45 CM,AURORA Wrench Set 45 CM,291.63,291.63,9.96,9.96,29.28,29.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000061-L121,TXN-A-000061,TXN-B-000061-L122,TXN-B-000061,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0031,PRD-0031,ZENITH Binder Clip Box 3 V,ZENITH Binder Clip Box 3 V,122.35,122.35,2.12,2.12,57.71,57.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000062-L123,TXN-A-000062,TXN-B-000062-L124,TXN-B-000062,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0017,PRD-0017,AURORA Surface Wipes 9 V,AURORA Surface Wipes 9 V,416.57,416.57,5.16,5.16,80.73,80.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000063-L125,TXN-A-000063,TXN-B-000063-L126,TXN-B-000063,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0077,PRD-0077,AURORA Shampoo 1 KG,AURORA Shampoo 1 KG,223.86,223.86,2.10,2.10,106.60,106.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000064-L127,TXN-A-000064,TXN-B-000064-L128,TXN-B-000064,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0026,PRD-0026,AURORA Ballpoint Pen 250 ML,AURORA Ballpoint Pen 250 ML,237.25,237.25,8.81,8.81,26.93,26.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000065-L129,TXN-A-000065,TXN-B-000065-L130,TXN-B-000065,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0038,PRD-0038,AURORA Desk Organizer 2000 MAH,AURORA Desk Organizer 2000 MAH,70.97,70.97,2.53,2.53,28.05,28.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000066-L131,TXN-A-000066,TXN-B-000066-L132,TXN-B-000066,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0069,PRD-0069,NEXUS HDMI Cable 1.5 L,NEXUS HDMI Cable 1.5 L,302.43,302.43,6.66,6.66,45.41,45.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000067-L133,TXN-A-000067,TXN-B-000067-L134,TXN-B-000067,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0075,PRD-0075,NEXUS Hand Soap 10000 MAH,NEXUS Hand Soap 10000 MAH,422.26,422.26,6.08,6.08,69.45,69.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000068-L135,TXN-A-000068,TXN-B-000068-L136,TXN-B-000068,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0050,PRD-0050,AURORA USB Cable 10000 MAH,AURORA USB Cable 10000 MAH,17.09,17.09,5.53,5.53,3.09,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000069-L137,TXN-A-000069,TXN-B-000069-L138,TXN-B-000069,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0013,PRD-0013,ZENITH Fabric Softener 1 L,ZENITH Fabric Softener 1 L,36.86,36.86,3.82,3.82,9.65,9.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000070-L139,TXN-A-000070,TXN-B-000070-L140,TXN-B-000070,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0066,PRD-0066,NEXUS Charging Dock 5000 MAH,NEXUS Charging Dock 5000 MAH,140.73,140.73,2.55,2.55,55.19,55.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000071-L141,TXN-A-000071,TXN-B-000071-L142,TXN-B-000071,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0022,PRD-0022,ZENITH Floor Polish 2000 MAH,ZENITH Floor Polish 2000 MAH,53.58,53.58,9.05,9.05,5.92,5.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000072-L143,TXN-A-000072,TXN-B-000072-L144,TXN-B-000072,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0121,PRD-0121,ZENITH Notebook 1 L,ZENITH Notebook 1 L,154.87,154.87,7.23,7.23,21.42,21.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000073-L145,TXN-A-000073,TXN-B-000073-L146,TXN-B-000073,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0093,PRD-0093,NEXUS Hair Gel 10 W,NEXUS Hair Gel 10 W,239.25,239.25,8.78,8.78,27.25,27.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000074-L147,TXN-A-000074,TXN-B-000074-L148,TXN-B-000074,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0003,PRD-0003,NEXUS All Purpose Cleaner 250 ML,NEXUS All Purpose Cleaner 250 ML,889.10,889.10,7.62,7.62,116.68,116.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000075-L149,TXN-A-000075,TXN-B-000075-L150,TXN-B-000075,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0092,PRD-0092,AURORA Hair Gel 100 MG,AURORA Hair Gel 100 MG,422.30,422.30,6.53,6.53,64.67,64.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000076-L151,TXN-A-000076,TXN-B-000076-L152,TXN-B-000076,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0010,PRD-0010,ZENITH Laundry Detergent 1.5 V,ZENITH Laundry Detergent 1.5 V,64.77,64.77,2.56,2.56,25.30,25.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000077-L153,TXN-A-000077,TXN-B-000077-L154,TXN-B-000077,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0013,PRD-0013,ZENITH Fabric Softener 1 L,ZENITH Fabric Softener 1 L,64.85,64.85,6.72,6.72,9.65,9.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000078-L155,TXN-A-000078,TXN-B-000078-L156,TXN-B-000078,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0138,PRD-0138,NEXUS Scissors 500 MG,NEXUS Scissors 500 MG,854.62,854.62,8.87,8.87,96.35,96.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000079-L157,TXN-A-000079,TXN-B-000079-L158,TXN-B-000079,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0066,PRD-0066,NEXUS Charging Dock 5000 MAH,NEXUS Charging Dock 5000 MAH,530.93,530.93,9.62,9.62,55.19,55.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000080-L159,TXN-A-000080,TXN-B-000080-L160,TXN-B-000080,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0057,PRD-0057,NEXUS Phone Case 1 L,NEXUS Phone Case 1 L,214.18,214.18,6.75,6.75,31.73,31.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000081-L161,TXN-A-000081,TXN-B-000081-L162,TXN-B-000081,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0136,PRD-0136,ZENITH Scissors 3 V,ZENITH Scissors 3 V,569.76,569.76,8.00,8.00,71.22,71.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000082-L163,TXN-A-000082,TXN-B-000082-L164,TXN-B-000082,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0140,PRD-0140,AURORA Eraser Pack 2000 MAH,AURORA Eraser Pack 2000 MAH,967.50,967.50,8.65,8.65,111.85,111.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000083-L165,TXN-A-000083,TXN-B-000083-L166,TXN-B-000083,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0035,PRD-0035,AURORA Stapler 10 W,AURORA Stapler 10 W,94.16,94.16,5.43,5.43,17.34,17.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000084-L167,TXN-A-000084,TXN-B-000084-L168,TXN-B-000084,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0020,PRD-0020,AURORA Air Freshener 200 G,AURORA Air Freshener 200 G,118.81,118.81,1.14,1.14,104.22,104.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000085-L169,TXN-A-000085,TXN-B-000085-L170,TXN-B-000085,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0112,PRD-0112,ZENITH Kitchen Towel 30 CM,ZENITH Kitchen Towel 30 CM,817.39,817.39,8.13,8.13,100.54,100.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000086-L171,TXN-A-000086,TXN-B-000086-L172,TXN-B-000086,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0094,PRD-0094,ZENITH Lotion 10000 MAH,ZENITH Lotion 10000 MAH,99.20,99.20,9.96,9.96,9.96,9.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000087-L173,TXN-A-000087,TXN-B-000087-L174,TXN-B-000087,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0070,PRD-0070,ZENITH Mouse Pad 200 G,ZENITH Mouse Pad 200 G,619.02,619.02,5.44,5.44,113.79,113.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000088-L175,TXN-A-000088,TXN-B-000088-L176,TXN-B-000088,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0150,PRD-0150,NEXUS Wrench Set 9 V,NEXUS Wrench Set 9 V,205.61,205.61,2.31,2.31,89.01,89.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000089-L177,TXN-A-000089,TXN-B-000089-L178,TXN-B-000089,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0063,PRD-0063,NEXUS Battery Pack 10 W,NEXUS Battery Pack 10 W,405.47,405.47,4.21,4.21,96.31,96.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000090-L179,TXN-A-000090,TXN-B-000090-L180,TXN-B-000090,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0076,PRD-0076,ZENITH Shampoo 200 G,ZENITH Shampoo 200 G,84.35,84.35,6.88,6.88,12.26,12.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000091-L181,TXN-A-000091,TXN-B-000091-L182,TXN-B-000091,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0061,PRD-0061,ZENITH Battery Pack 200 G,ZENITH Battery Pack 200 G,107.67,107.67,1.68,1.68,64.09,64.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000092-L183,TXN-A-000092,TXN-B-000092-L184,TXN-B-000092,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0114,PRD-0114,NEXUS Kitchen Towel 10 W,NEXUS Kitchen Towel 10 W,127.69,127.69,5.12,5.12,24.94,24.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000093-L185,TXN-A-000093,TXN-B-000093-L186,TXN-B-000093,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0065,PRD-0065,AURORA Charging Dock 3 V,AURORA Charging Dock 3 V,114.75,114.75,6.73,6.73,17.05,17.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000094-L187,TXN-A-000094,TXN-B-000094-L188,TXN-B-000094,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0144,PRD-0144,NEXUS Marker Set 250 ML,NEXUS Marker Set 250 ML,164.61,164.61,4.11,4.11,40.05,40.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000095-L189,TXN-A-000095,TXN-B-000095-L190,TXN-B-000095,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0005,PRD-0005,AURORA Glass Spray 500 G,AURORA Glass Spray 500 G,723.98,723.98,6.51,6.51,111.21,111.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000096-L191,TXN-A-000096,TXN-B-000096-L192,TXN-B-000096,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0120,PRD-0120,NEXUS Peeler 30 CM,NEXUS Peeler 30 CM,714.08,714.08,7.45,7.45,95.85,95.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000097-L193,TXN-A-000097,TXN-B-000097-L194,TXN-B-000097,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0085,PRD-0085,ZENITH Deodorant 200 G,ZENITH Deodorant 200 G,580.54,580.54,6.72,6.72,86.39,86.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000098-L195,TXN-A-000098,TXN-B-000098-L196,TXN-B-000098,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0046,PRD-0046,ZENITH Tape Dispenser 250 ML,ZENITH Tape Dispenser 250 ML,33.06,33.06,1.19,1.19,27.78,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000099-L197,TXN-A-000099,TXN-B-000099-L198,TXN-B-000099,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0128,PRD-0128,AURORA Colored Pencil Set 5 W,AURORA Colored Pencil Set 5 W,192.91,192.91,7.81,7.81,24.70,24.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000100-L199,TXN-A-000100,TXN-B-000100-L200,TXN-B-000100,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0074,PRD-0074,AURORA Hand Soap 1.5 V,AURORA Hand Soap 1.5 V,682.45,682.45,9.43,9.43,72.37,72.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000101-L201,TXN-A-000101,TXN-B-000101-L202,TXN-B-000101,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0019,PRD-0019,ZENITH Air Freshener 45 CM,ZENITH Air Freshener 45 CM,170.50,170.50,4.40,4.40,38.75,38.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000102-L203,TXN-A-000102,TXN-B-000102-L204,TXN-B-000102,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0147,PRD-0147,NEXUS Screwdriver Set 100 MG,NEXUS Screwdriver Set 100 MG,532.11,532.11,8.82,8.82,60.33,60.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000103-L205,TXN-A-000103,TXN-B-000103-L206,TXN-B-000103,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0097,PRD-0097,ZENITH Cutting Board 5 W,ZENITH Cutting Board 5 W,147.91,147.91,9.25,9.25,15.99,15.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000104-L207,TXN-A-000104,TXN-B-000104-L208,TXN-B-000104,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0028,PRD-0028,ZENITH Highlighter Set 500 ML,ZENITH Highlighter Set 500 ML,912.55,912.55,8.05,8.05,113.36,113.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000105-L209,TXN-A-000105,TXN-B-000105-L210,TXN-B-000105,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0056,PRD-0056,AURORA Phone Case 20 W,AURORA Phone Case 20 W,63.55,63.55,3.81,3.81,16.68,16.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000106-L211,TXN-A-000106,TXN-B-000106-L212,TXN-B-000106,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0126,PRD-0126,NEXUS Sketch Pad 250 ML,NEXUS Sketch Pad 250 ML,287.04,287.04,3.50,3.50,82.01,82.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000107-L213,TXN-A-000107,TXN-B-000107-L214,TXN-B-000107,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0108,PRD-0108,NEXUS Spatula Set 500 MG,NEXUS Spatula Set 500 MG,690.11,690.11,6.66,6.66,103.62,103.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000108-L215,TXN-A-000108,TXN-B-000108-L216,TXN-B-000108,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0005,PRD-0005,AURORA Glass Spray 500 G,AURORA Glass Spray 500 G,598.31,598.31,5.38,5.38,111.21,111.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000109-L217,TXN-A-000109,TXN-B-000109-L218,TXN-B-000109,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0039,PRD-0039,NEXUS Desk Organizer 250 ML,NEXUS Desk Organizer 250 ML,290.38,290.38,3.22,3.22,90.18,90.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000110-L219,TXN-A-000110,TXN-B-000110-L220,TXN-B-000110,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0129,PRD-0129,NEXUS Colored Pencil Set 750 ML,NEXUS Colored Pencil Set 750 ML,775.95,775.95,8.18,8.18,94.86,94.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000111-L221,TXN-A-000111,TXN-B-000111-L222,TXN-B-000111,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0073,PRD-0073,ZENITH Hand Soap 250 MG,ZENITH Hand Soap 250 MG,176.51,176.51,7.81,7.81,22.60,22.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000112-L223,TXN-A-000112,TXN-B-000112-L224,TXN-B-000112,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0122,PRD-0122,AURORA Notebook 5000 MAH,AURORA Notebook 5000 MAH,57.74,57.74,1.81,1.81,31.90,31.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000113-L225,TXN-A-000113,TXN-B-000113-L226,TXN-B-000113,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0041,PRD-0041,AURORA File Folder Pack 9 V,AURORA File Folder Pack 9 V,119.54,119.54,2.02,2.02,59.18,59.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000114-L227,TXN-A-000114,TXN-B-000114-L228,TXN-B-000114,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0100,PRD-0100,ZENITH Mixing Bowl Set 250 ML,ZENITH Mixing Bowl Set 250 ML,577.82,577.82,9.15,9.15,63.15,63.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000115-L229,TXN-A-000115,TXN-B-000115-L230,TXN-B-000115,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0109,PRD-0109,ZENITH Storage Container 20 W,ZENITH Storage Container 20 W,802.17,802.17,9.00,9.00,89.13,89.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000116-L231,TXN-A-000116,TXN-B-000116-L232,TXN-B-000116,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0145,PRD-0145,ZENITH Screwdriver Set 10 W,ZENITH Screwdriver Set 10 W,54.30,54.30,1.70,1.70,31.94,31.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000117-L233,TXN-A-000117,TXN-B-000117-L234,TXN-B-000117,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0019,PRD-0019,ZENITH Air Freshener 45 CM,ZENITH Air Freshener 45 CM,347.20,347.20,8.96,8.96,38.75,38.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
